application,year,value,country,program_type,program_name,unit,currency
Technology,2017,0.5734176678999999,Peru,Defence,National program,million,USD
Internal operations,2018,1.5335,Peru,Defence,National program,million,USD
Earth Observation,2018,5.0,Peru,Defence,National program,million,USD
Technology,2018,0.54732623885,Peru,Defence,National program,million,USD
Internal operations,2019,1.5335,Peru,Defence,National program,million,USD
Earth Observation,2019,5.0,Peru,Defence,National program,million,USD
Technology,2019,0.54732623885,Peru,Defence,National program,million,USD
Internal operations,2020,1.5335,Peru,Defence,National program,million,USD
Earth Observation,2020,5.0,Peru,Defence,National program,million,USD
Technology,2020,0.54732623885,Peru,Defence,National program,million,USD
Telecommunications,2004,38.51057409751609,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2005,109.6878683064901,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2006,140.6877295155673,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2007,118.0164881229623,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2008,5.000768514205869,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2009,3.19981369352585,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2009,5.000721937587332,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2010,2.660665962581866,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2010,8.16365514680659,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2010,47.0,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2011,3.497074114657404,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2011,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2011,47.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2011,15.85340265311356,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2012,4.872589933089315,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2012,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2012,47.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2012,35.67015596950552,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2013,11.27652617285789,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2013,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2013,5.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2013,25.29777865758441,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2014,10.85261449349161,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2014,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2014,5.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2014,24.34677445020846,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2015,30.36600824289487,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2015,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2015,46.99999999999999,"Venezuela, RB",Civil,National program,million,USD
Technology,2015,103.1883849972948,"Venezuela, RB",Civil,National program,million,USD
Other,2015,0.3505376977180866,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2016,39.2832104479324,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2016,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2016,47.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2016,73.41576421606187,"Venezuela, RB",Civil,National program,million,USD
Other,2016,0.8783290984578243,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2017,14.27136398997494,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2017,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2017,47.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2017,8.020050125313283,"Venezuela, RB",Civil,National program,million,USD
Other,2017,0.8020050125313284,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2018,14.27136398997494,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2018,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2018,5.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2018,8.020050125313283,"Venezuela, RB",Civil,National program,million,USD
Other,2018,0.8020050125313284,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2019,14.27136398997494,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2019,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2019,5.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2019,8.020050125313283,"Venezuela, RB",Civil,National program,million,USD
Other,2019,0.8020050125313284,"Venezuela, RB",Civil,National program,million,USD
Internal operations,2020,14.27136398997494,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2020,5.0,"Venezuela, RB",Civil,National program,million,USD
Earth Observation,2020,5.0,"Venezuela, RB",Civil,National program,million,USD
Technology,2020,8.020050125313283,"Venezuela, RB",Civil,National program,million,USD
Other,2020,0.8020050125313284,"Venezuela, RB",Civil,National program,million,USD
Telecommunications,2009,5.222222222222222,Angola,Civil,National program,million,USD
Telecommunications,2010,4.505771433606485,Angola,Civil,National program,million,USD
Telecommunications,2011,34.7220592122654,Angola,Civil,National program,million,USD
Telecommunications,2012,34.13520750726936,Angola,Civil,National program,million,USD
Internal operations,2013,0.5,Angola,Civil,National program,million,USD
Telecommunications,2013,33.77657590977179,Angola,Civil,National program,million,USD
Internal operations,2014,0.7500000000000001,Angola,Civil,National program,million,USD
Telecommunications,2014,33.15712133227597,Angola,Civil,National program,million,USD
Internal operations,2015,10.05,Angola,Civil,National program,million,USD
Telecommunications,2015,36.2081927923165,Angola,Civil,National program,million,USD
Internal operations,2016,8.38811524609844,Angola,Civil,National program,million,USD
Telecommunications,2016,26.55847034346385,Angola,Civil,National program,million,USD
Space Science and exploration,2016,0.3,Angola,Civil,National program,million,USD
Technology,2016,0.3,Angola,Civil,National program,million,USD
Internal operations,2017,8.301200480192078,Angola,Civil,National program,million,USD
Telecommunications,2017,26.21073259755925,Angola,Civil,National program,million,USD
Space Science and exploration,2017,0.3,Angola,Civil,National program,million,USD
Technology,2017,0.3,Angola,Civil,National program,million,USD
Internal operations,2018,2.25,Angola,Civil,National program,million,USD
Telecommunications,2018,39.63732751784298,Angola,Civil,National program,million,USD
Space Science and exploration,2018,0.3,Angola,Civil,National program,million,USD
Technology,2018,0.3,Angola,Civil,National program,million,USD
Internal operations,2019,2.25,Angola,Civil,National program,million,USD
Telecommunications,2019,17.16230769230769,Angola,Civil,National program,million,USD
Earth Observation,2019,14.32,Angola,Civil,National program,million,USD
Space Science and exploration,2019,0.4,Angola,Civil,National program,million,USD
Technology,2019,0.3,Angola,Civil,National program,million,USD
Internal operations,2020,2.25,Angola,Civil,National program,million,USD
Telecommunications,2020,17.16230769230769,Angola,Civil,National program,million,USD
Earth Observation,2020,16.11,Angola,Civil,National program,million,USD
Space Science and exploration,2020,0.4,Angola,Civil,National program,million,USD
Technology,2020,0.3,Angola,Civil,National program,million,USD
Earth Observation,2002,18.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2003,18.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2004,18.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2005,18.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2006,4.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2007,40.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2007,13.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2008,60.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2008,18.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2009,60.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2009,19.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2009,84.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2010,60.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2010,13.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2010,95.76,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2011,40.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2011,18.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2011,100.24,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2012,40.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2012,15.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2012,110.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2013,5.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2013,12.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2013,10.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2014,5.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2014,34.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2014,13.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2014,10.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2015,5.416666666666667,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2015,99.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2015,25.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2015,16.8,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2015,10.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2016,5.833333333333334,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2016,128.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2016,25.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2016,24.3,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2016,15.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2017,6.250000000000001,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2017,109.0,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2017,26.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2017,47.4,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2017,20.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2018,6.666666666666668,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2018,67.5,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2018,27.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2018,47.4,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2018,25.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2019,7.083333333333335,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2019,67.5,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2019,5.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2019,49.5,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2019,25.0,United Arab Emirates,Civil,National program,million,USD
Internal operations,2020,7.500000000000002,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2020,67.5,United Arab Emirates,Civil,National program,million,USD
Earth Observation,2020,14.0,United Arab Emirates,Civil,National program,million,USD
Space Science and exploration,2020,51.6,United Arab Emirates,Civil,National program,million,USD
Technology,2020,10.0,United Arab Emirates,Civil,National program,million,USD
Human Spaceflight,2020,20.0,United Arab Emirates,Civil,National program,million,USD
Launch vehicles,2020,5.0,United Arab Emirates,Civil,National program,million,USD
Telecommunications,2007,75.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2008,125.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2009,125.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2010,125.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2011,75.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2012,75.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2013,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2013,74.4,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2014,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2014,83.7,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2015,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2015,186.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2016,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2016,186.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2017,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2017,195.3,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2018,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2018,204.6,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2019,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2019,121.0,United Arab Emirates,Defence,National program,million,USD
Telecommunications,2020,5.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2020,10.0,United Arab Emirates,Defence,National program,million,USD
Earth Observation,2006,60.31914893617022,Bahrain,Civil,National program,million,USD
Earth Observation,2007,59.25531914893617,Bahrain,Civil,National program,million,USD
Earth Observation,2008,71.67553191489361,Bahrain,Civil,National program,million,USD
Internal operations,2014,1.0,Bahrain,Civil,National program,million,USD
Internal operations,2015,1.05,Bahrain,Civil,National program,million,USD
Internal operations,2016,1.1025,Bahrain,Civil,National program,million,USD
Internal operations,2017,1.157625,Bahrain,Civil,National program,million,USD
Internal operations,2018,1.21550625,Bahrain,Civil,National program,million,USD
Technology,2018,1.0,Bahrain,Civil,National program,million,USD
Internal operations,2019,1.2762815625,Bahrain,Civil,National program,million,USD
Earth Observation,2019,0.03,Bahrain,Civil,National program,million,USD
Technology,2019,1.05,Bahrain,Civil,National program,million,USD
Internal operations,2020,1.340095640625,Bahrain,Civil,National program,million,USD
Earth Observation,2020,0.03,Bahrain,Civil,National program,million,USD
Technology,2020,1.1025,Bahrain,Civil,National program,million,USD
Internal operations,2006,12.38873937006013,Algeria,Civil,National program,million,USD
Telecommunications,2006,3.0,Algeria,Civil,National program,million,USD
Earth Observation,2006,4.0,Algeria,Civil,National program,million,USD
Internal operations,2007,12.98843740439067,Algeria,Civil,National program,million,USD
Telecommunications,2007,3.0,Algeria,Civil,National program,million,USD
Earth Observation,2007,13.0,Algeria,Civil,National program,million,USD
Internal operations,2008,27.87119790408591,Algeria,Civil,National program,million,USD
Telecommunications,2008,3.0,Algeria,Civil,National program,million,USD
Earth Observation,2008,18.0,Algeria,Civil,National program,million,USD
Internal operations,2009,24.7772058882571,Algeria,Civil,National program,million,USD
Telecommunications,2009,4.582668803318322,Algeria,Civil,National program,million,USD
Earth Observation,2009,16.06351705555026,Algeria,Civil,National program,million,USD
Internal operations,2010,24.1981072150914,Algeria,Civil,National program,million,USD
Telecommunications,2010,4.475561592136885,Algeria,Civil,National program,million,USD
Earth Observation,2010,13.42958675682405,Algeria,Civil,National program,million,USD
Internal operations,2011,24.6785335375558,Algeria,Civil,National program,million,USD
Telecommunications,2011,4.564418855953472,Algeria,Civil,National program,million,USD
Earth Observation,2011,3.042945903968981,Algeria,Civil,National program,million,USD
Internal operations,2012,23.2150326794576,Algeria,Civil,National program,million,USD
Telecommunications,2012,4.293737014091106,Algeria,Civil,National program,million,USD
Earth Observation,2012,1.431245671363702,Algeria,Civil,National program,million,USD
Internal operations,2013,11.25,Algeria,Civil,National program,million,USD
Telecommunications,2013,30.76043320347486,Algeria,Civil,National program,million,USD
Earth Observation,2013,5.023868579644637,Algeria,Civil,National program,million,USD
Internal operations,2014,11.16,Algeria,Civil,National program,million,USD
Telecommunications,2014,34.08557557685105,Algeria,Civil,National program,million,USD
Navigation,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Earth Observation,2014,12.77100810202658,Algeria,Civil,National program,million,USD
Meteorology,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Space Science and exploration,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Technology,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Human Spaceflight,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Launch vehicles,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Space security,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Other,2014,0.0001233184122996454,Algeria,Civil,National program,million,USD
Internal operations,2015,8.96450057771226,Algeria,Civil,National program,million,USD
Telecommunications,2015,60.61603966308989,Algeria,Civil,National program,million,USD
Navigation,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Earth Observation,2015,13.07796130634092,Algeria,Civil,National program,million,USD
Space Science and exploration,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Technology,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Space security,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Other,2015,9.931331463815393e-05,Algeria,Civil,National program,million,USD
Internal operations,2016,8.0,Algeria,Civil,National program,million,USD
Telecommunications,2016,55.76886780097536,Algeria,Civil,National program,million,USD
Navigation,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Earth Observation,2016,10.27928438414858,Algeria,Civil,National program,million,USD
Meteorology,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Technology,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Space security,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Other,2016,9.137170863876838e-05,Algeria,Civil,National program,million,USD
Internal operations,2017,8.0,Algeria,Civil,National program,million,USD
Telecommunications,2017,57.75,Algeria,Civil,National program,million,USD
Navigation,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Earth Observation,2017,1.0,Algeria,Civil,National program,million,USD
Meteorology,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Technology,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space security,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Other,2017,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Internal operations,2018,8.0,Algeria,Civil,National program,million,USD
Telecommunications,2018,65.5,Algeria,Civil,National program,million,USD
Navigation,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Earth Observation,2018,1.0,Algeria,Civil,National program,million,USD
Meteorology,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Technology,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space security,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Other,2018,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Internal operations,2019,8.0,Algeria,Civil,National program,million,USD
Telecommunications,2019,5.0,Algeria,Civil,National program,million,USD
Navigation,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Earth Observation,2019,4.93289337489098,Algeria,Civil,National program,million,USD
Meteorology,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Technology,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space security,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Other,2019,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Internal operations,2020,8.0,Algeria,Civil,National program,million,USD
Telecommunications,2020,5.0,Algeria,Civil,National program,million,USD
Navigation,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Earth Observation,2020,13.54780267227122,Algeria,Civil,National program,million,USD
Meteorology,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Technology,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Human Spaceflight,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Launch vehicles,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space security,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Other,2020,9.011199569384784e-05,Algeria,Civil,National program,million,USD
Space Science and exploration,2013,0.5,Ethiopia,Civil,National program,million,USD
Space Science and exploration,2014,0.5,Ethiopia,Civil,National program,million,USD
Launch vehicles,2014,1.208191049430331,Ethiopia,Civil,National program,million,USD
Space Science and exploration,2015,0.5,Ethiopia,Civil,National program,million,USD
Launch vehicles,2015,1.15,Ethiopia,Civil,National program,million,USD
Internal operations,2016,0.5,Ethiopia,Civil,National program,million,USD
Earth Observation,2016,0.1681426528279358,Ethiopia,Civil,National program,million,USD
Space Science and exploration,2016,0.5,Ethiopia,Civil,National program,million,USD
Internal operations,2017,0.7500000000000001,Ethiopia,Civil,National program,million,USD
Earth Observation,2017,0.4261658054764024,Ethiopia,Civil,National program,million,USD
Space Science and exploration,2017,0.5,Ethiopia,Civil,National program,million,USD
Internal operations,2018,1.0,Ethiopia,Civil,National program,million,USD
Earth Observation,2018,0.5597401624167673,Ethiopia,Civil,National program,million,USD
Technology,2018,1.0,Ethiopia,Civil,National program,million,USD
Internal operations,2019,1.25,Ethiopia,Civil,National program,million,USD
Telecommunications,2019,6.173999999999999,Ethiopia,Civil,National program,million,USD
Earth Observation,2019,2.137357257789857,Ethiopia,Civil,National program,million,USD
Technology,2019,1.0,Ethiopia,Civil,National program,million,USD
Internal operations,2020,1.5,Ethiopia,Civil,National program,million,USD
Telecommunications,2020,6.945749999999999,Ethiopia,Civil,National program,million,USD
Earth Observation,2020,1.866666666666667,Ethiopia,Civil,National program,million,USD
Technology,2020,1.0,Ethiopia,Civil,National program,million,USD
Earth Observation,2006,3.955928951423004,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2007,3.953555775066103,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2008,4.960883571099862,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2009,5.0,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2009,5.0,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2010,5.25,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2010,5.0,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2011,5.5125,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2011,5.896800000000001,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2012,5.788125000000001,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2012,18.8136,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2013,6.077531250000001,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2013,24.7104,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2014,6.381407812500001,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2014,20.7792,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2015,6.700478203125002,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2015,7.0,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2016,7.035502113281252,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2016,15.5168,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2017,7.387277218945315,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2017,38.5536,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2018,7.756641079892581,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2018,49.0704,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2019,10.14447313388721,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2019,42.0592,"Egypt, Arab Rep.",Civil,National program,million,USD
Internal operations,2020,10.55169679058157,"Egypt, Arab Rep.",Civil,National program,million,USD
Earth Observation,2020,17.0,"Egypt, Arab Rep.",Civil,National program,million,USD
Telecommunications,2016,48.0,"Egypt, Arab Rep.",Defence,National program,million,USD
Telecommunications,2017,54.0,"Egypt, Arab Rep.",Defence,National program,million,USD
Telecommunications,2018,120.0,"Egypt, Arab Rep.",Defence,National program,million,USD
Telecommunications,2019,120.0,"Egypt, Arab Rep.",Defence,National program,million,USD
Telecommunications,2020,126.0,"Egypt, Arab Rep.",Defence,National program,million,USD
Internal operations,2016,0.6475458841061764,Gabon,Civil,National program,million,USD
Earth Observation,2016,0.1618864710265441,Gabon,Civil,National program,million,USD
Internal operations,2017,0.3889402502425054,Gabon,Civil,National program,million,USD
Earth Observation,2017,0.09723506256062636,Gabon,Civil,National program,million,USD
Internal operations,2018,0.3848172087205001,Gabon,Civil,National program,million,USD
Earth Observation,2018,0.09620430218012502,Gabon,Civil,National program,million,USD
Internal operations,2019,0.5153801902506697,Gabon,Civil,National program,million,USD
Earth Observation,2019,0.1717933967502233,Gabon,Civil,National program,million,USD
Internal operations,2020,0.5153801902506697,Gabon,Civil,National program,million,USD
Earth Observation,2020,0.1889727364252456,Gabon,Civil,National program,million,USD
Internal operations,2011,0.5,Ghana,Civil,National program,million,USD
Internal operations,2012,0.5,Ghana,Civil,National program,million,USD
Internal operations,2013,1.0,Ghana,Civil,National program,million,USD
Internal operations,2014,1.0,Ghana,Civil,National program,million,USD
Internal operations,2015,1.0,Ghana,Civil,National program,million,USD
Internal operations,2016,1.5,Ghana,Civil,National program,million,USD
Internal operations,2017,1.5,Ghana,Civil,National program,million,USD
Space Science and exploration,2017,0.1532343949923001,Ghana,Civil,National program,million,USD
Internal operations,2018,1.5,Ghana,Civil,National program,million,USD
Space Science and exploration,2018,0.1532343949923001,Ghana,Civil,National program,million,USD
Internal operations,2019,1.5,Ghana,Civil,National program,million,USD
Space Science and exploration,2019,0.1532343949923001,Ghana,Civil,National program,million,USD
Internal operations,2020,1.75,Ghana,Civil,National program,million,USD
Technology,2020,5.0,Ghana,Civil,National program,million,USD
Earth Observation,2002,6.999965080626531,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2003,10.99990691709746,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2004,6.999892506804365,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2005,6.999920532136067,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2006,5.0,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2007,5.0,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2008,5.000000000000001,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2008,30.0,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2008,30.0,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2009,5.733198089852078,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2009,10.03309665724113,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2009,12.89969570216717,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2010,13.88010050464722,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2010,24.29017588313264,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2010,31.23022613545625,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2011,29.58656061241912,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2011,51.77648107173346,"Iran, Islamic Rep.",Civil,National program,million,USD
