application,year,value,country,program_type,program_name,unit,currency
Launch vehicles,2011,66.56976137794302,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2012,51.20862238224758,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2012,85.87810723542674,"Iran, Islamic Rep.",Civil,National program,million,USD
Human Spaceflight,2012,3.736981933506532,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2012,115.219400360057,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2013,41.56476749033139,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2013,75.85971416241017,"Iran, Islamic Rep.",Civil,National program,million,USD
Human Spaceflight,2013,3.725042421179841,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2013,99.12233787866298,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2014,34.97429829261586,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2014,67.39030176535903,"Iran, Islamic Rep.",Civil,National program,million,USD
Human Spaceflight,2014,3.534445573303589,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2014,86.64467369831877,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2015,23.60767983619503,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2015,48.23732885055684,"Iran, Islamic Rep.",Civil,National program,million,USD
Human Spaceflight,2015,3.956508078408889,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2015,62.01942280785882,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2016,26.46701942653734,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2016,46.31728399644035,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2016,59.55079370970902,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2017,25.44969036638219,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2017,42.21955432908005,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2017,50.30959188809356,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2018,27.80792779748495,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2018,49.41800144175161,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2018,64.8302209328,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2019,28.36909473562747,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2019,49.64591578734807,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2019,63.83046315516181,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2020,27.80792779748495,"Iran, Islamic Rep.",Civil,National program,million,USD
Technology,2020,49.41800144175161,"Iran, Islamic Rep.",Civil,National program,million,USD
Launch vehicles,2020,64.8302209328,"Iran, Islamic Rep.",Civil,National program,million,USD
Earth Observation,2006,1.0,Israel,Civil,National program,million,USD
Technology,2006,10.0,Israel,Civil,National program,million,USD
Earth Observation,2007,1.0,Israel,Civil,National program,million,USD
Technology,2007,10.0,Israel,Civil,National program,million,USD
Earth Observation,2008,3.0,Israel,Civil,National program,million,USD
Technology,2008,10.0,Israel,Civil,National program,million,USD
Other,2008,2.7994,Israel,Civil,National program,million,USD
Internal operations,2009,1.0,Israel,Civil,National program,million,USD
Earth Observation,2009,1.0,Israel,Civil,National program,million,USD
Technology,2009,10.0,Israel,Civil,National program,million,USD
Internal operations,2010,1.1,Israel,Civil,National program,million,USD
Earth Observation,2010,2.0,Israel,Civil,National program,million,USD
Space Science and exploration,2010,1.0,Israel,Civil,National program,million,USD
Technology,2010,10.6,Israel,Civil,National program,million,USD
Internal operations,2011,1.21,Israel,Civil,National program,million,USD
Earth Observation,2011,3.0,Israel,Civil,National program,million,USD
Space Science and exploration,2011,1.0,Israel,Civil,National program,million,USD
Technology,2011,11.236,Israel,Civil,National program,million,USD
Internal operations,2012,1.331,Israel,Civil,National program,million,USD
Earth Observation,2012,3.0,Israel,Civil,National program,million,USD
Space Science and exploration,2012,1.0,Israel,Civil,National program,million,USD
Technology,2012,11.91016,Israel,Civil,National program,million,USD
Internal operations,2013,1.464100000000001,Israel,Civil,National program,million,USD
Earth Observation,2013,3.0,Israel,Civil,National program,million,USD
Space Science and exploration,2013,1.0,Israel,Civil,National program,million,USD
Technology,2013,12.6247696,Israel,Civil,National program,million,USD
Internal operations,2014,1.610510000000001,Israel,Civil,National program,million,USD
Earth Observation,2014,6.2,Israel,Civil,National program,million,USD
Space Science and exploration,2014,3.0,Israel,Civil,National program,million,USD
Technology,2014,13.382255776,Israel,Civil,National program,million,USD
Internal operations,2015,1.771561000000001,Israel,Civil,National program,million,USD
Earth Observation,2015,15.4,Israel,Civil,National program,million,USD
Space Science and exploration,2015,3.2352,Israel,Civil,National program,million,USD
Technology,2015,14.18519112256001,Israel,Civil,National program,million,USD
Internal operations,2016,1.948717100000001,Israel,Civil,National program,million,USD
Earth Observation,2016,19.6,Israel,Civil,National program,million,USD
Space Science and exploration,2016,3.7504,Israel,Civil,National program,million,USD
Technology,2016,15.03630258991361,Israel,Civil,National program,million,USD
Internal operations,2017,2.143588810000002,Israel,Civil,National program,million,USD
Earth Observation,2017,16.8,Israel,Civil,National program,million,USD
Space Science and exploration,2017,3.9856,Israel,Civil,National program,million,USD
Technology,2017,15.93848074530842,Israel,Civil,National program,million,USD
Internal operations,2018,2.357947691000002,Israel,Civil,National program,million,USD
Earth Observation,2018,13.0,Israel,Civil,National program,million,USD
Space Science and exploration,2018,5.8288,Israel,Civil,National program,million,USD
Technology,2018,16.89478959002693,Israel,Civil,National program,million,USD
Internal operations,2019,2.593742460100002,Israel,Civil,National program,million,USD
Earth Observation,2019,30.0,Israel,Civil,National program,million,USD
Space Science and exploration,2019,5.4704,Israel,Civil,National program,million,USD
Technology,2019,17.90847696542855,Israel,Civil,National program,million,USD
Internal operations,2020,2.853116706110003,Israel,Civil,National program,million,USD
Earth Observation,2020,39.0,Israel,Civil,National program,million,USD
Space Science and exploration,2020,6.5008,Israel,Civil,National program,million,USD
Technology,2020,18.98298558335426,Israel,Civil,National program,million,USD
Telecommunications,2003,44.0,Israel,Defence,National program,million,USD
Telecommunications,2004,59.99999999999999,Israel,Defence,National program,million,USD
Telecommunications,2005,30.0,Israel,Defence,National program,million,USD
Telecommunications,2006,100.0,Israel,Defence,National program,million,USD
Telecommunications,2007,90.0,Israel,Defence,National program,million,USD
Telecommunications,2008,10.0,Israel,Defence,National program,million,USD
Earth Observation,2008,46.47004,Israel,Defence,National program,million,USD
Launch vehicles,2008,13.997,Israel,Defence,National program,million,USD
Telecommunications,2009,5.0,Israel,Defence,National program,million,USD
Earth Observation,2009,29.7104,Israel,Defence,National program,million,USD
Launch vehicles,2009,12.417,Israel,Defence,National program,million,USD
Telecommunications,2010,21.695,Israel,Defence,National program,million,USD
Earth Observation,2010,25.7792,Israel,Defence,National program,million,USD
Launch vehicles,2010,13.268,Israel,Defence,National program,million,USD
Telecommunications,2011,64.88999999999999,Israel,Defence,National program,million,USD
Earth Observation,2011,10.11056,Israel,Defence,National program,million,USD
Launch vehicles,2011,14.17,Israel,Defence,National program,million,USD
Telecommunications,2012,81.58500000000001,Israel,Defence,National program,million,USD
Earth Observation,2012,21.30512,Israel,Defence,National program,million,USD
Launch vehicles,2012,12.95,Israel,Defence,National program,million,USD
Telecommunications,2013,133.8,Israel,Defence,National program,million,USD
Earth Observation,2013,32.31248,Israel,Defence,National program,million,USD
Launch vehicles,2013,27.48853727995426,Israel,Defence,National program,million,USD
Telecommunications,2014,59.0,Israel,Defence,National program,million,USD
Earth Observation,2014,41.82224,Israel,Defence,National program,million,USD
Launch vehicles,2014,28.6,Israel,Defence,National program,million,USD
Telecommunications,2015,75.0,Israel,Defence,National program,million,USD
Earth Observation,2015,29.7104,Israel,Defence,National program,million,USD
Launch vehicles,2015,28.6,Israel,Defence,National program,million,USD
Telecommunications,2016,64.0,Israel,Defence,National program,million,USD
Earth Observation,2016,25.7792,Israel,Defence,National program,million,USD
Launch vehicles,2016,28.6,Israel,Defence,National program,million,USD
Telecommunications,2017,5.0,Israel,Defence,National program,million,USD
Earth Observation,2017,5.0,Israel,Defence,National program,million,USD
Launch vehicles,2017,28.6,Israel,Defence,National program,million,USD
Telecommunications,2018,5.0,Israel,Defence,National program,million,USD
Earth Observation,2018,5.0,Israel,Defence,National program,million,USD
Launch vehicles,2018,28.6,Israel,Defence,National program,million,USD
Telecommunications,2019,14.408,Israel,Defence,National program,million,USD
Earth Observation,2019,5.0,Israel,Defence,National program,million,USD
Launch vehicles,2019,28.6,Israel,Defence,National program,million,USD
Telecommunications,2020,35.01600000000001,Israel,Defence,National program,million,USD
Earth Observation,2020,10.8968,Israel,Defence,National program,million,USD
Launch vehicles,2020,28.6,Israel,Defence,National program,million,USD
Technology,2019,0.5,Kenya,Civil,National program,million,USD
Technology,2020,0.5,Kenya,Civil,National program,million,USD
Internal operations,2009,0.2,Kenya,Defence,National program,million,USD
Internal operations,2010,0.2,Kenya,Defence,National program,million,USD
Internal operations,2011,0.2,Kenya,Defence,National program,million,USD
Internal operations,2012,0.2,Kenya,Defence,National program,million,USD
Internal operations,2013,0.5,Kenya,Defence,National program,million,USD
Internal operations,2014,0.5,Kenya,Defence,National program,million,USD
Internal operations,2015,0.5,Kenya,Defence,National program,million,USD
Internal operations,2016,0.5,Kenya,Defence,National program,million,USD
Internal operations,2017,0.7500000000000001,Kenya,Defence,National program,million,USD
Internal operations,2018,1.0,Kenya,Defence,National program,million,USD
Internal operations,2019,1.5,Kenya,Defence,National program,million,USD
Internal operations,2020,1.5,Kenya,Defence,National program,million,USD
Earth Observation,2009,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2010,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2011,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2012,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2013,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2014,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2015,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2016,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2017,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2018,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2019,3.0,Morocco,Civil,National program,million,USD
Internal operations,2020,3.0,Morocco,Civil,National program,million,USD
Earth Observation,2020,3.0,Morocco,Civil,National program,million,USD
Technology,2020,0.5,Morocco,Civil,National program,million,USD
Earth Observation,2012,26.0,Morocco,Defence,National program,million,USD
Earth Observation,2013,55.0,Morocco,Defence,National program,million,USD
Earth Observation,2014,94.0,Morocco,Defence,National program,million,USD
Earth Observation,2015,130.0,Morocco,Defence,National program,million,USD
